Error Id,Created At,Job Run Id,Job Type,Error Type,Error Details,File Name,File Path,Origin,Operation,Code,Occurrence
0b4b00c1-b6e3-4e4d-bb1b-6be491acb7da,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0041.txt'",/._file_0041.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0041.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
ce55a402-c6c7-4079-87a9-2af7a80c972f,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0042.txt'",/._file_0042.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0042.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
bc48cf2b-d874-46b7-93d3-7e35ec94d53e,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0043.txt'",/._file_0043.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0043.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
218489eb-e952-4233-85c3-1835711d66b6,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0044.txt'",/._file_0044.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0044.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
409a73a7-0a6b-4c96-9a8f-0394a06c7c03,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0045.txt'",/._file_0045.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0045.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
f4d117f4-ee0a-45e6-9c2a-5d73b0f05711,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0046.txt'",/._file_0046.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0046.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
9d68f6fa-cf68-4914-a503-e8628a129a7e,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0047.txt'",/._file_0047.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0047.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
9fd88446-920e-4b36-8434-298fcb4d4322,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0048.txt'",/._file_0048.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0048.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
5058ba85-6b2e-46b7-b9f3-60d637ccb8b8,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0049.txt'",/._file_0049.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0049.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
7881c0e3-d016-4da3-ae05-a914a92e93d0,Fri Oct 10 2025 13:44:31 GMT+0530 (India Standard Time),fd9f2b45-543d-45bc-af09-3a897abf84b0,MIGRATE,RECOVERABLE_ERROR,"ENOENT: no such file or directory, open '/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0050.txt'",/._file_0050.txt,/Users/sr74813/Downloads/mounts/fd9f2b45-543d-45bc-af09-3a897abf84b0/d4537b5d-33ce-4237-8c49-3d2978afbafc/._file_0050.txt,Destination,Copy Content,OP_FILE_NOT_FOUND,1
