Source Path,Target Path,Migration Type,Start Time,End Time,status,type,Size,Source Checksum,Target Checksum,External mapping file used,Source BirthTime,Target BirthTime,Source AccessTime,Target AccessTime,Source ModifiedTime,Target ModifiedTime,Source Permission,Target Permission,Source UID,Target UID,Source GID,Target GID,Source SID,Target SID
/srv/nfs_share/file_0817.txt,/srv/nfs_share/file_0817.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0818.txt,/srv/nfs_share/file_0818.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0819.txt,/srv/nfs_share/file_0819.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0820.txt,/srv/nfs_share/file_0820.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0821.txt,/srv/nfs_share/file_0821.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,2025-09-02T07:51:57.856Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0822.txt,/srv/nfs_share/file_0822.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0823.txt,/srv/nfs_share/file_0823.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0824.txt,/srv/nfs_share/file_0824.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0825.txt,/srv/nfs_share/file_0825.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0826.txt,/srv/nfs_share/file_0826.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0827.txt,/srv/nfs_share/file_0827.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,2025-09-02T07:51:57.857Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0828.txt,/srv/nfs_share/file_0828.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0829.txt,/srv/nfs_share/file_0829.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0830.txt,/srv/nfs_share/file_0830.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0831.txt,/srv/nfs_share/file_0831.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
/srv/nfs_share/file_0832.txt,/srv/nfs_share/file_0832.txt,MIGRATE,Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),Sat Oct 11 2025 15:06:48 GMT+0530 (India Standard Time),success,f,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,2025-09-02T07:51:57.858Z,-rw-r--r--,-rw-r--r--,0,0,0,0,,
